domain phylum class order family genus species tax_id tax_level 	CRR125950_0.5.bracken_num CRR125950_0.90.bracken_num CRR125950_0.95.bracken_num CRR125950_0.99.bracken_num CRR125950_0.bracken_num CRR125950_1.bracken_num 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Bradyrhizobium Bradyrhizobium amphicarpaeae 1404768 	S 0.00000 0.00000 0.00000 0.00000 0.00014 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Hafniaceae Edwardsiella Edwardsiella ictaluri 67780 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium baderi 1332080 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Proteobacteria Deltaproteobacteria Desulfuromonadales Desulfuromonadaceae Pelobacter Pelobacter sp. SFB93 	1842532 0 0 0 0 4 0 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales Comamonadaceae Acidovorax Acidovorax sp. RAC01 	1842533 0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Pectobacteriaceae Sodalis Sodalis endosymbiont of 	Henestaris 1929246 0 0 0 0 16 0 
Bacteria Proteobacteria Alphaproteobacteria Rickettsiales Anaplasmataceae Anaplasma Anaplasma ovis 142058 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Cyanobacteria NA Synechococcales Prochloraceae Prochlorococcus Prochlorococcus sp. MIT 	0604 S 0.00000 0.00000 0.00000 0.00000 0.00009 0.00000 
Bacteria Cyanobacteria NA Synechococcales Prochloraceae Prochlorococcus Prochlorococcus sp. MIT 	0801 S 0.00000 0.00000 0.00000 0.00000 0.00009 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Brevundimonas Brevundimonas mediterranea 74329 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Campylobacteraceae Campylobacter Campylobacter sputorum 206 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Pediococcus Pediococcus pentosaceus 1255 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Morganellaceae Photorhabdus Photorhabdus laumondii 2218628 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Winogradskyella Winogradskyella sp. PG-2 	754409 0 0 0 0 3 0 
Bacteria Proteobacteria Gammaproteobacteria Methylococcales Methylococcaceae Methylomonas Methylomonas methanica 421 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Bacillus Bacillus cereus 1396 	S 0.00000 0.00000 0.00000 0.00000 0.00571 0.00000 
Bacteria Firmicutes Bacilli Bacillales Paenibacillaceae Brevibacillus Brevibacillus brevis 1393 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Escherichia Escherichia albertii 208962 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Nitrobacter Nitrobacter hamburgensis 912 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Fusobacteria Fusobacteriia Fusobacteriales Leptotrichiaceae Leptotrichia Leptotrichia sp. oral 	taxon 712357 0 0 0 0 28 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Klebsiella Klebsiella michiganensis 1134687 	S 0.00000 0.00000 0.00000 0.00000 0.00023 0.00000 
Bacteria Bacteroidetes Cytophagia Cytophagales Hymenobacteraceae Hymenobacter Hymenobacter sp. PAMC 	26554 S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas Pseudomonas putida 303 	S 0.00000 0.00000 0.00000 0.00000 0.00038 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Orbales Orbaceae Gilliamella Gilliamella apicola 1196095 	S 0.00000 0.00000 0.00000 0.00000 0.00012 0.00000 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales Burkholderiaceae Ralstonia Ralstonia solanacearum 305 	S 0.00000 0.00000 0.00000 0.00000 0.00014 0.00000 
Bacteria Bacteroidetes Chitinophagia Chitinophagales Chitinophagaceae Paraflavitalea Paraflavitalea soli 2315862 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales Burkholderiaceae Pandoraea Pandoraea vervacti 656178 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Idiomarinaceae NA Idiomarinaceae bacterium HL-53 	1298881 0 0 0 0 2 0 
Bacteria Actinobacteria Actinobacteria Micrococcales Beutenbergiaceae Miniimonas Miniimonas sp. S16 	2171623 0 0 0 0 2 0 
Bacteria Proteobacteria Gammaproteobacteria Pasteurellales Pasteurellaceae Haemophilus Haemophilus sp. oral 	taxon 712310 0 0 0 0 24 0 
Bacteria Actinobacteria Actinobacteria Streptosporangiales Thermomonosporaceae Actinomadura Actinomadura sp. WMMB 	499 S 0.00000 0.00000 0.00000 0.00000 0.00028 0.00000 
Bacteria Fusobacteria Fusobacteriia Fusobacteriales Leptotrichiaceae Leptotrichia Leptotrichia hongkongensis 554406 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Bacillus Bacillus xiamenensis 1178537 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Archaea Thaumarchaeota NA NA NA Candidatus Nitrosotalea Candidatus Nitrosotalea 	okcheonensis S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Bradyrhizobium Bradyrhizobium symbiodeficiens 1404367 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas sp. LM7 	1938607 0 0 0 0 76 0 
Bacteria Actinobacteria Actinobacteria Micromonosporales Micromonosporaceae Micromonospora Micromonospora zamorensis 709883 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Propionibacteriales Nocardioidaceae Nocardioides Nocardioides sp. S-1144 	2582905 0 0 0 0 6 0 
Bacteria Fusobacteria Fusobacteriia Fusobacteriales Leptotrichiaceae Leptotrichia Leptotrichia hofstadii 157688 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Bacillus Bacillus subtilis 1423 	S 0.00000 0.00000 0.00000 0.00000 0.00014 0.00000 
Bacteria Fusobacteria Fusobacteriia Fusobacteriales Fusobacteriaceae Fusobacterium Fusobacterium gonidiaformans 849 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Phyllobacteriaceae Mesorhizobium Mesorhizobium japonicum 2066070 	S 0.00000 0.00000 0.00000 0.00000 0.00016 0.00000 
Eukaryota Apicomplexa Aconoidasida Piroplasmida Theileriidae Theileria Theileria orientalis 68886 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Streptomycetales Streptomycetaceae Streptomyces Streptomyces pristinaespiralis 38300 	S 0.00000 0.00000 0.00000 0.00000 0.00218 0.00000 
Bacteria Bacteroidetes Cytophagia Cytophagales Hymenobacteraceae Pontibacter Pontibacter russatus 2694929 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Cyanobacteria NA Chroococcales Chroococcaceae Geminocystis Geminocystis sp. NIES-3708 	1615909 0 0 0 0 2 0 
Bacteria Actinobacteria Actinobacteria Micrococcales Intrasporangiaceae Phycicoccus Phycicoccus dokdonensis 443156 	S 0.00000 0.00000 0.00000 0.00000 0.00315 0.00000 
Eukaryota Ascomycota Saccharomycetes Saccharomycetales Saccharomycetaceae Tetrapisispora Tetrapisispora phaffii 113608 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Firmicutes Clostridia Clostridiales Hungateiclostridiaceae Hungateiclostridium Hungateiclostridium clariflavum 288965 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Bradyrhizobium Bradyrhizobium guangzhouense 1325095 	S 0.00000 0.00000 0.00000 0.00000 0.00009 0.00000 
Bacteria Firmicutes Negativicutes Selenomonadales Sporomusaceae Sporomusa Sporomusa termitida 2377 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Lactobacillales Enterococcaceae Tetragenococcus Tetragenococcus osmophilus 526944 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Hafniaceae Hafnia Hafnia paralvei 546367 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Lactobacillales Streptococcaceae Streptococcus Streptococcus pasteurianus 197614 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas Pseudomonas sp. R32 	1573704 0 0 0 0 1 0 
Bacteria Actinobacteria Actinobacteria Propionibacteriales Nocardioidaceae Friedmanniella Friedmanniella sagamiharensis 546874 	S 0.00000 0.00000 0.00000 0.00000 0.00026 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Olleya Olleya aquimaris 639310 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Betaproteobacteria Rhodocyclales Rhodocyclaceae Aromatoleum Aromatoleum aromaticum 551760 	S 0.00000 0.00000 0.00000 0.00000 0.00009 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Xanthomonadaceae Luteimonas Luteimonas granuli 1176533 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus fuchuensis 164393 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Rhodobacteraceae Pannonibacter Pannonibacter phragmitetus 121719 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Eukaryota Ascomycota Sordariomycetes Sordariales Sordariaceae Neurospora Neurospora crassa 5141 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Colwelliaceae Colwellia Colwellia sp. PAMC 	20917 S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Spirochaetes Spirochaetia Brachyspirales Brachyspiraceae Brachyspira Brachyspira pilosicoli 52584 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Firmicutes Clostridia Clostridiales Eubacteriaceae Eubacterium Eubacterium limosum 1736 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Bacteroidia Bacteroidales Barnesiellaceae Barnesiella Barnesiella viscericola 397865 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Cyanobacteria NA Nostocales Nostocaceae Nostoc Nostoc carneum 374162 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Pasteurellales Pasteurellaceae Aggregatibacter Aggregatibacter aphrophilus 732 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Eukaryota Apicomplexa Aconoidasida Piroplasmida Babesiidae Babesia Babesia microti 5868 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Clostridia Clostridiales Peptococcaceae NA Peptococcaceae bacterium DCMF 	1761012 0 0 0 0 2 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae NA secondary endosymbiont of 	Ctenarytaina 1199245 0 0 0 0 1 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Capnocytophaga Capnocytophaga sp. oral 	taxon 1316596 0 0 0 0 9 0 
Bacteria Actinobacteria Actinobacteria Nakamurellales Nakamurellaceae Nakamurella Nakamurella sp. s14-144 	1902245 0 0 0 0 148 0 
Archaea Euryarchaeota Methanobacteria Methanobacteriales Methanobacteriaceae Methanobrevibacter Methanobrevibacter sp. AbM4 	224719 0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Yersiniaceae Yersinia Yersinia frederiksenii 29484 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Yersiniaceae Chania Chania multitudinisentens 1639108 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Atlantibacter Atlantibacter hermannii 565 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Eukaryota Ascomycota Sordariomycetes Sordariales Chaetomiaceae Thermothelomyces Thermothelomyces thermophilus 78579 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Actinobacteria Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacterium Mycobacterium noviomagense 459858 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Bacteroidia Bacteroidales Muribaculaceae NA Muribaculaceae bacterium DSM 	108610 S 0.00000 0.00000 0.00000 0.00000 0.00031 0.00000 
Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus plantarum 1590 	S 0.00000 0.00000 0.00000 0.00000 0.00009 0.00000 
Bacteria Firmicutes Bacilli Lactobacillales Leuconostocaceae Leuconostoc Leuconostoc citreum 33964 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Tissierellia Tissierellales Peptoniphilaceae Peptoniphilus Peptoniphilus harei 54005 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Archaea Euryarchaeota Methanococci Methanococcales Methanocaldococcaceae Methanotorris Methanotorris igneus 2189 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Hyphomicrobiaceae Blastochloris Blastochloris tepida 2233851 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Chloroflexi Anaerolineae Anaerolineales Anaerolineaceae NA Anaerolineaceae bacterium oral 	taxon 1889813 0 0 0 0 1 0 
Bacteria Tenericutes Mollicutes Mycoplasmatales Mycoplasmataceae Mycoplasma Mycoplasma canadense 29554 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Limnobaculum Limnobaculum parvum 2172103 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas Pseudomonas azotoformans 47878 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Cyanobacteria NA Synechococcales Leptolyngbyaceae Leptolyngbya Leptolyngbya boryana 1184 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Corynebacteriales Mycobacteriaceae Mycolicibacterium Mycolicibacterium chubuense 1800 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Pasteurellales Pasteurellaceae Haemophilus Haemophilus influenzae 727 	S 0.00000 0.00000 0.00000 0.00000 0.00049 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas sp. HKS19 	1813879 0 0 0 0 74 0 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Moraxellaceae Acinetobacter Acinetobacter wuhouensis 1879050 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Actinobacteria Actinobacteria Propionibacteriales Propionibacteriaceae Propionibacterium Propionibacterium freudenreichii 1744 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Clostridia Clostridiales Eubacteriaceae Eubacterium [Eubacterium] cellulosolvens 29322 	S 0.00000 0.00000 0.00000 0.00000 0.00042 0.00000 
Viruses Uroviricota Caudoviricetes Caudovirales Siphoviridae NA Cyanophage PSS2 658401 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Nitriliruptoria Egicoccales Egicoccaceae Egicoccus Egicoccus halophilus 1670830 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Eukaryota Basidiomycota Ustilaginomycetes Ustilaginales Ustilaginaceae Ustilago Ustilago maydis 5270 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Streptomycetales Streptomycetaceae Streptomyces Streptomyces aquilus 2548456 	S 0.00000 0.00000 0.00000 0.00000 0.00019 0.00000 
Bacteria Cyanobacteria NA Oscillatoriales Microcoleaceae Planktothrix Planktothrix agardhii 1160 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Citrobacter Citrobacter rodentium 67825 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Deltaproteobacteria Desulfovibrionales Desulfomicrobiaceae Desulfomicrobium Desulfomicrobium orale 132132 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Citrobacter Citrobacter werkmanii 67827 	S 0.00000 0.00000 0.00000 0.00000 0.00047 0.00000 
Bacteria Spirochaetes Spirochaetia Spirochaetales Spirochaetaceae Treponema Treponema denticola 158 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Cyanobacteria NA Oscillatoriales Microcoleaceae Trichodesmium Trichodesmium erythraeum 1206 	S 0.00000 0.00000 0.00000 0.00000 0.00021 0.00000 
Bacteria Firmicutes Bacilli Bacillales Staphylococcaceae Staphylococcus Staphylococcus pseudintermedius 283734 	S 0.00000 0.00000 0.00000 0.00000 0.00028 0.00000 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales Oxalobacteraceae Janthinobacterium Janthinobacterium sp. 1_2014MBL_MicDiv 	1644131 0 0 0 0 2 0 
Bacteria Proteobacteria Alphaproteobacteria Rickettsiales Rickettsiaceae Rickettsia Rickettsia peacockii 47589 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Bacillales Planococcaceae Planococcus Planococcus versutus 1302659 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Cyanobacteria NA Synechococcales Synechococcaceae Synechococcus Synechococcus sp. PCC 	7336 S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Tissierellia Tissierellales Peptoniphilaceae Anaerococcus Anaerococcus prevotii 33034 	S 0.00000 0.00000 0.00000 0.00000 0.00009 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Pectobacteriaceae Dickeya Dickeya sp. NCPPB 	3274 S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Erwiniaceae Pantoea Pantoea vagans 470934 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas sp. FARSPH 	2219696 0 0 0 0 80 0 
Bacteria Firmicutes Bacilli Bacillales Planococcaceae Planococcus Planococcus sp. PAMC 	21323 S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Antarcticibacterium Antarcticibacterium flavum 2058175 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Morganellaceae Xenorhabdus Xenorhabdus bovienii 40576 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae Clostridium Clostridium acetobutylicum 1488 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium resinovorum 158500 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Weeksellaceae Elizabethkingia Elizabethkingia meningoseptica 238 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Cohaesibacteraceae Breoghania Breoghania sp. L-A4 	2304600 0 0 0 0 1 0 
Bacteria Actinobacteria Actinobacteria Geodermatophilales Geodermatophilaceae Blastococcus Blastococcus saxobsidens 138336 	S 0.00000 0.00000 0.00000 0.00000 0.00023 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium pallidum 2172098 	S 0.00000 0.00000 0.00000 0.00000 0.00038 0.00000 
Bacteria Firmicutes Bacilli Lactobacillales Enterococcaceae Vagococcus Vagococcus sp. MN-17 	2571750 0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bartonellaceae Bartonella Bartonella australis 388640 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Cyanobacteria NA Nostocales NA NA Nostocales cyanobacterium HT-58-2 	1940762 0 0 0 0 1 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Weeksellaceae Chryseobacterium Chryseobacterium sp. StRB126 	878220 0 0 0 0 2 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Hyphomicrobiaceae Pelagibacterium Pelagibacterium halotolerans 531813 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Eukaryota Apicomplexa Conoidasida Eucoccidiorida Sarcocystidae Neospora Neospora caninum 29176 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Firmicutes Clostridia Clostridiales Peptococcaceae Desulfosporosinus Desulfosporosinus orientis 1563 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Pseudoalteromonadaceae Pseudoalteromonas Pseudoalteromonas luteoviolacea 43657 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Fusobacteria Fusobacteriia Fusobacteriales Fusobacteriaceae Fusobacterium Fusobacterium pseudoperiodonticum 2663009 	S 0.00000 0.00000 0.00000 0.00000 0.00033 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Rhodobacteraceae Tateyamaria Tateyamaria omphalii 299262 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Clostridia Thermoanaerobacterales Thermoanaerobacterales Family III. Incertae Sedis 	Caldicellulosiruptor lactoaceticus S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium sangjuense 2518177 	S 0.00000 0.00000 0.00000 0.00000 0.00026 0.00000 
Eukaryota Chordata Mammalia Primates Hominidae Homo Homo sapiens 9606 	S 0.00000 0.00000 0.00000 0.00000 0.00402 0.00000 
Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus zymae 267363 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Lactobacillales Streptococcaceae Streptococcus Streptococcus cristatus 45634 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas panacis 1560345 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium haoranii 683124 	S 0.00000 0.00000 0.00000 0.00000 0.00143 0.00000 
Bacteria Firmicutes Clostridia Clostridiales Ruminococcaceae NA Ruminococcaceae bacterium CPB6 	1572656 0 0 0 0 1 0 
Bacteria Proteobacteria Betaproteobacteria Neisseriales Neisseriaceae Neisseria Neisseria meningitidis 487 	S 0.00000 0.00000 0.00000 0.00000 0.00047 0.00000 
Bacteria Proteobacteria Betaproteobacteria Neisseriales Neisseriaceae Neisseria Neisseria lactamica 486 	S 0.00000 0.00000 0.00000 0.00000 0.00103 0.00000 
Bacteria Proteobacteria Betaproteobacteria Neisseriales Neisseriaceae Neisseria Neisseria gonorrhoeae 485 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Betaproteobacteria Neisseriales Neisseriaceae Neisseria Neisseria cinerea 483 	S 0.00000 0.00000 0.00000 0.00000 0.01104 0.00000 
Bacteria Firmicutes Bacilli Bacillales Staphylococcaceae Staphylococcus Staphylococcus sp. M0911 	2025492 0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Moraxellaceae Acinetobacter Acinetobacter sp. LoGeW2-3 	1808001 0 0 0 0 1 0 
Bacteria Cyanobacteria NA Chroococcales Microcystaceae Microcystis Microcystis viridis 44822 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas wittichii 160791 	S 0.00000 0.00000 0.00000 0.00000 0.00016 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Rhodobacteraceae Gemmobacter Gemmobacter sp. HYN0069 	2169400 0 0 0 0 1 0 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Campylobacteraceae Arcobacter Arcobacter nitrofigilis 28199 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Brucellaceae Ochrobactrum Ochrobactrum quorumnocens 271865 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Campylobacteraceae Arcobacter Arcobacter butzleri 28197 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Candidatus Gullanella Candidatus Gullanella 	endobia S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Thiotrichales Francisellaceae Allofrancisella Allofrancisella guangzhouensis 594679 	S 0.00000 0.00000 0.00000 0.00000 0.00012 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Yersiniaceae Serratia Serratia symbiotica 138074 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
