taxid	domain	phylum	class	order	family	genus	species	CRR119890_read_counts	CRR119890_perc_of_reads	CRR119891_read_counts	CRR119891_perc_of_reads	CRR119892_read_counts	CRR119892_perc_of_reads	CRR119893_read_counts	CRR119893_perc_of_reads	CRR125445_read_counts	CRR125445_perc_of_reads	CRR125446_read_counts	CRR125446_perc_of_reads
463	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Fluoribacter	Fluoribacter dumoffii	4	0.000194497	1	4.87E-05	0	0	0	0	2	0.00018442	1	6.83E-05
468	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA	NA	2	9.72E-05	1	4.87E-05	0	0	0	0	8	0.000737681	3	0.000204896
469	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA	16	0.000777987	17	0.000828438	8	0.000387363	8	0.000447992	125	0.011526272	40	0.002731949
470	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	15	0.000729363	16	0.000779707	17	0.000823147	11	0.000615989	40	0.003688407	39	0.002663651
471	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter calcoaceticus	0	0	0	0	0	0	0	0	9	0.000829892	67	0.004576015
475	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	NA	0	0	1	4.87E-05	0	0	0	0	1	9.22E-05	0	0
476	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Moraxella bovis	3	0.000145873	1	4.87E-05	0	0	2	0.000111998	0	0	4	0.000273195
480	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Moraxella catarrhalis	2	9.72E-05	0	0	0	0	1	5.60E-05	0	0	0	0
481	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	NA	NA	0	0	0	0	0	0	0	0	5	0.000461051	0	0
482	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	NA	2	9.72E-05	6	0.00029239	5	0.000242102	3	0.000167997	35	0.003227356	26	0.001775767
483	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria cinerea	1	4.86E-05	0	0	0	0	0	0	0	0	1	6.83E-05
484	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria flavescens	1	4.86E-05	0	0	0	0	0	0	0	0	1	6.83E-05
485	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	50	0.00243121	23	0.001120828	4	0.000193682	59	0.003303943	13	0.001198732	23	0.001570871
486	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria lactamica	0	0	0	0	0	0	1	5.60E-05	6	0.000553261	3	0.000204896
487	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis	13	0.000632115	24	0.00116956	13	0.000629465	11	0.000615989	64	0.005901451	66	0.004507716
489	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria polysaccharea	0	0	0	0	0	0	0	0	1	9.22E-05	1	6.83E-05
492	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria animalis	0	0	3	0.000146195	0	0	1	5.60E-05	3	0.000276631	0	0
493	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria canis	1	4.86E-05	0	0	0	0	0	0	0	0	0	0
495	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria elongata	3	0.000145873	3	0.000146195	1	4.84E-05	2	0.000111998	4	0.000368841	3	0.000204896
497	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	NA	0	0	0	0	0	0	0	0	5	0.000461051	2	0.000136597
506	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	NA	NA	0	0	0	0	0	0	1	5.60E-05	7	0.000645471	1	6.83E-05
507	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes	NA	7	0.000340369	6	0.00029239	7	0.000338943	5	0.000279995	2	0.00018442	0	0
511	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes	Alcaligenes faecalis	59	0.002868828	34	0.001656876	23	0.001113669	36	0.002015965	17	0.001567573	34	0.002322157
517	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	NA	11	0.000534866	43	0.002095461	20	0.000968408	22	0.001231979	1	9.22E-05	3	0.000204896
518	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella bronchiseptica	0	0	1	4.87E-05	0	0	1	5.60E-05	12	0.001106522	19	0.001297676
519	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella parapertussis	1	4.86E-05	1	4.87E-05	0	0	0	0	2	0.00018442	1	6.83E-05
521	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella avium	28	0.001361478	24	0.00116956	20	0.000968408	31	0.00173597	9	0.000829892	11	0.000751286
522	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	NA	2	9.72E-05	1	4.87E-05	1	4.84E-05	1	5.60E-05	15	0.001383153	71	0.00484921
528	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	NA	2	9.72E-05	4	0.000194927	5	0.000242102	3	0.000167997	0	0	1	6.83E-05
529	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	Ochrobactrum anthropi	6	0.000291745	8	0.000389853	11	0.000532624	3	0.000167997	0	0	0	0
535	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	NA	9	0.000437618	13	0.000633512	17	0.000823147	13	0.000727987	2	0.00018442	0	0
536	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	Chromobacterium violaceum	0	0	1	4.87E-05	2	9.68E-05	3	0.000167997	1	9.22E-05	0	0
539	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	Eikenella corrodens	0	0	0	0	0	0	0	0	1	9.22E-05	1	6.83E-05
542	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	Zymomonas mobilis	0	0	0	0	0	0	1	5.60E-05	1	9.22E-05	0	0
543	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	2526	0.122824736	1416	0.069004032	1685	0.081588383	1025	0.057399013	73	0.006731343	122	0.008332445
544	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	NA	0	0	5	0.000243658	1	4.84E-05	0	0	3	0.000276631	0	0
545	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter koseri	0	0	2	9.75E-05	0	0	0	0	0	0	2	0.000136597
546	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter freundii	11	0.000534866	14	0.000682243	8	0.000387363	6	0.000335994	3	0.000276631	2	0.000136597
547	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	NA	1	4.86E-05	1	4.87E-05	5	0.000242102	0	0	0	0	0	0
548	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella aerogenes	0	0	1	4.87E-05	1	4.84E-05	1	5.60E-05	0	0	1	6.83E-05
549	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea agglomerans	11	0.000534866	9	0.000438585	5	0.000242102	42	0.00235196	23	0.002120834	44	0.003005144
550	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae	7	0.000340369	3	0.000146195	4	0.000193682	6	0.000335994	28	0.002581885	36	0.002458754
551	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	NA	1	4.86E-05	1	4.87E-05	0	0	0	0	1	9.22E-05	0	0
552	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia amylovora	12	0.00058349	10	0.000487317	17	0.000823147	14	0.000783987	5	0.000461051	20	0.001365975
553	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea ananatis	0	0	2	9.75E-05	0	0	2	0.000111998	1	9.22E-05	1	6.83E-05
556	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Dickeya	Dickeya chrysanthemi	16	0.000777987	8	0.000389853	13	0.000629465	2	0.000111998	2	0.00018442	2	0.000136597
561	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	NA	17	0.000826611	10	0.000487317	23	0.001113669	9	0.000503991	11	0.001014312	9	0.000614689
562	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	276	0.01342028	161	0.007845797	197	0.00953882	146	0.008175859	298	0.027478633	301	0.020557919
564	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia fergusonii	0	0	1	4.87E-05	0	0	1	5.60E-05	0	0	0	0
565	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Atlantibacter	Atlantibacter hermannii	1	4.86E-05	0	0	0	0	0	0	0	0	0	0
569	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia	Hafnia alvei	3	0.000145873	1	4.87E-05	6	0.000290522	2	0.000111998	0	0	1	6.83E-05
570	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	NA	153	0.007439503	68	0.003313753	146	0.007069379	140	0.007839865	19	0.001751993	15	0.001024481
571	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella oxytoca	6	0.000291745	18	0.00087717	4	0.000193682	2	0.000111998	11	0.001014312	9	0.000614689
573	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	174	0.008460611	182	0.008869162	211	0.010216706	185	0.010359822	83	0.007653445	137	0.009356926
575	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	Raoultella planticola	3	0.000145873	0	0	1	4.84E-05	1	5.60E-05	2	0.00018442	1	6.83E-05
577	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	Raoultella terrigena	1	4.86E-05	0	0	0	0	0	0	0	0	0	0
582	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella	Morganella morganii	5	0.000243121	10	0.000487317	9	0.000435784	4	0.000223996	2	0.00018442	8	0.00054639
583	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	NA	1	4.86E-05	1	4.87E-05	1	4.84E-05	1	5.60E-05	1	9.22E-05	2	0.000136597
584	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus mirabilis	19	0.00092386	22	0.001072097	38	0.001839975	18	0.001007983	15	0.001383153	15	0.001024481
585	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus vulgaris	5	0.000243121	10	0.000487317	7	0.000338943	3	0.000167997	7	0.000645471	10	0.000682987
586	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	NA	1	4.86E-05	1	4.87E-05	1	4.84E-05	0	0	1	9.22E-05	0	0
587	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	Providencia rettgeri	0	0	0	0	3	0.000145261	1	5.60E-05	2	0.00018442	4	0.000273195
588	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	Providencia stuartii	4	0.000194497	4	0.000194927	5	0.000242102	3	0.000167997	17	0.001567573	16	0.00109278
595	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	1	4.86E-05	3	0.000146195	0	0	0	0	3	0.000276631	4	0.000273195
613	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	NA	11	0.000534866	11	0.000536048	9	0.000435784	10	0.00055999	32	0.002950726	53	0.003619833
614	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia liquefaciens	1	4.86E-05	2	9.75E-05	3	0.000145261	0	0	6	0.000553261	10	0.000682987
615	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia marcescens	19	0.00092386	17	0.000828438	21	0.001016829	18	0.001007983	63	0.005809241	44	0.003005144
618	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia odorifera	0	0	1	4.87E-05	0	0	3	0.000167997	1	9.22E-05	0	0
621	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella boydii	0	0	0	0	1	4.84E-05	0	0	2	0.00018442	4	0.000273195
622	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella dysenteriae	24	0.001166981	14	0.000682243	23	0.001113669	67	0.003751935	28	0.002581885	55	0.00375643
623	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella flexneri	1	4.86E-05	0	0	2	9.68E-05	4	0.000223996	5	0.000461051	7	0.000478091
624	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella sonnei	2	9.72E-05	2	9.75E-05	1	4.84E-05	0	0	6	0.000553261	7	0.000478091
628	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Xenorhabdus	Xenorhabdus nematophila	3	0.000145873	4	0.000194927	4	0.000193682	2	0.000111998	3	0.000276631	4	0.000273195
629	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	NA	1	4.86E-05	2	9.75E-05	2	9.68E-05	1	5.60E-05	2	0.00018442	0	0
630	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia enterocolitica	2	9.72E-05	0	0	5	0.000242102	2	0.000111998	3	0.000276631	5	0.000341494
631	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia intermedia	0	0	0	0	0	0	0	0	2	0.00018442	0	0
632	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pestis	0	0	0	0	0	0	0	0	2	0.00018442	1	6.83E-05
633	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pseudotuberculosis	1	4.86E-05	1	4.87E-05	3	0.000145261	1	5.60E-05	3	0.000276631	9	0.000614689
635	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Edwardsiella	NA	2	9.72E-05	0	0	1	4.84E-05	4	0.000223996	0	0	0	0
638	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Arsenophonus	Arsenophonus nasoniae	0	0	1	4.87E-05	0	0	0	0	0	0	0	0
642	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	NA	0	0	1	4.87E-05	0	0	1	5.60E-05	21	0.001936414	2	0.000136597
644	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas hydrophila	32	0.001555974	21	0.001023365	26	0.001258931	33	0.001847968	15	0.001383153	31	0.002117261
645	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida	2	9.72E-05	0	0	3	0.000145261	0	0	2	0.00018442	5	0.000341494
648	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas caviae	0	0	0	0	0	0	1	5.60E-05	0	0	1	6.83E-05
651	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas media	0	0	0	0	0	0	0	0	4	0.000368841	0	0
654	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas veronii	15	0.000729363	9	0.000438585	16	0.000774726	14	0.000783987	6	0.000553261	13	0.000887884
662	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA	6	0.000291745	1	4.87E-05	2	9.68E-05	2	0.000111998	5	0.000461051	11	0.000751286
663	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio alginolyticus	24	0.001166981	33	0.001608145	27	0.001307351	31	0.00173597	17	0.001567573	20	0.001365975
666	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	32	0.001555974	32	0.001559413	20	0.000968408	9	0.000503991	49	0.004518299	86	0.005873691
668	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Aliivibrio	Aliivibrio fischeri	1	4.86E-05	0	0	0	0	0	0	0	0	0	0
669	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio harveyi	2	9.72E-05	1	4.87E-05	5	0.000242102	5	0.000279995	2	0.00018442	3	0.000204896
670	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus	9	0.000437618	8	0.000389853	10	0.000484204	7	0.000391993	14	0.001290942	59	0.004029625
672	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio vulnificus	4	0.000194497	2	9.75E-05	6	0.000290522	4	0.000223996	3	0.000276631	2	0.000136597
674	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio mimicus	1	4.86E-05	0	0	0	0	1	5.60E-05	0	0	1	6.83E-05
675	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cincinnatiensis	3	0.000145873	0	0	1	4.84E-05	1	5.60E-05	2	0.00018442	4	0.000273195
676	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio fluvialis	0	0	1	4.87E-05	1	4.84E-05	0	0	1	9.22E-05	0	0
680	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio campbellii	6	0.000291745	6	0.00029239	3	0.000145261	6	0.000335994	7	0.000645471	3	0.000204896
687	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio gazogenes	3	0.000145873	2	9.75E-05	1	4.84E-05	1	5.60E-05	0	0	0	0
691	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio natriegens	0	0	0	0	0	0	0	0	1	9.22E-05	1	6.83E-05
703	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	Plesiomonas	Plesiomonas shigelloides	2	9.72E-05	0	0	1	4.84E-05	1	5.60E-05	0	0	4	0.000273195
712	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	NA	NA	0	0	4	0.000194927	0	0	3	0.000167997	3	0.000276631	0	0
714	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter actinomycetemcomitans	2	9.72E-05	2	9.75E-05	6	0.000290522	10	0.00055999	1	9.22E-05	0	0
715	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus pleuropneumoniae	4	0.000194497	1	4.87E-05	0	0	0	0	0	0	1	6.83E-05
716	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus suis	0	0	0	0	0	0	1	5.60E-05	1	9.22E-05	0	0
724	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	NA	2	9.72E-05	0	0	1	4.84E-05	2	0.000111998	3	0.000276631	2	0.000136597
725	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae	2	9.72E-05	0	0	0	0	1	5.60E-05	0	0	0	0
726	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus haemolyticus	18	0.000875236	3	0.000146195	1	4.84E-05	3	0.000167997	4	0.000368841	12	0.000819585
727	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae	31	0.00150735	35	0.001705608	37	0.001791555	29	0.001623972	97	0.008944387	123	0.008400744
728	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Avibacterium	Avibacterium paragallinarum	3	0.000145873	5	0.000243658	8	0.000387363	1	5.60E-05	19	0.001751993	23	0.001570871
729	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus parainfluenzae	0	0	1	4.87E-05	2	9.68E-05	1	5.60E-05	4	0.000368841	1	6.83E-05
730	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	[Haemophilus] ducreyi	3	0.000145873	3	0.000146195	1	4.84E-05	1	5.60E-05	2	0.00018442	1	6.83E-05
731	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Histophilus	Histophilus somni	3	0.000145873	2	9.75E-05	1	4.84E-05	1	5.60E-05	1	9.22E-05	9	0.000614689
732	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter aphrophilus	0	0	0	0	3	0.000145261	1	5.60E-05	0	0	0	0
735	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus parahaemolyticus	5	0.000243121	1	4.87E-05	3	0.000145261	4	0.000223996	0	0	0	0
738	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Glaesserella	Glaesserella parasuis	4	0.000194497	4	0.000194927	5	0.000242102	4	0.000223996	11	0.001014312	17	0.001161078
747	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Pasteurella multocida	1	4.86E-05	3	0.000146195	5	0.000242102	0	0	62	0.005717031	20	0.001365975
749	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	NA	[Pasteurella] aerogenes	1	4.86E-05	0	0	0	0	0	0	0	0	0	0
754	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Pasteurella dagmatis	1	4.86E-05	0	0	0	0	0	0	0	0	0	0
758	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Rodentibacter	Rodentibacter pneumotropicus	2	9.72E-05	0	0	1	4.84E-05	4	0.000223996	2	0.00018442	5	0.000341494
762	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Avibacterium	Avibacterium volantium	0	0	0	0	0	0	0	0	0	0	1	6.83E-05
766	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	4	0.000273195
773	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	NA	5	0.000243121	1	4.87E-05	1	4.84E-05	2	0.000111998	1	9.22E-05	1	6.83E-05
774	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	Bartonella bacilliformis	0	0	0	0	0	0	1	5.60E-05	0	0	0	0
777	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	Coxiella burnetii	1	4.86E-05	0	0	1	4.84E-05	1	5.60E-05	4	0.000368841	3	0.000204896
779	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	2	9.72E-05	1	4.87E-05	0	0	0	0	5	0.000461051	7	0.000478091
780	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	NA	1	4.86E-05	2	9.75E-05	1	4.84E-05	1	5.60E-05	6	0.000553261	6	0.000409792
782	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia prowazekii	2	9.72E-05	0	0	0	0	1	5.60E-05	0	0	0	0
784	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Orientia	Orientia tsutsugamushi	47	0.002285338	58	0.002826436	34	0.001646294	60	0.003359942	10	0.000922102	26	0.001775767
785	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia typhi	1	4.86E-05	1	4.87E-05	1	4.84E-05	1	5.60E-05	0	0	0	0
803	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	Bartonella quintana	0	0	1	4.87E-05	0	0	0	0	0	0	2	0.000136597
807	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	Bartonella elizabethae	4	0.000194497	1	4.87E-05	3	0.000145261	1	5.60E-05	1	9.22E-05	1	6.83E-05
813	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia trachomatis	0	0	0	0	0	0	0	0	0	0	1	6.83E-05
816	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA	4	0.000194497	17	0.000828438	1	4.84E-05	5	0.000279995	2	0.00018442	3	0.000204896
